depth,vsh,phit,sw,perm,well,zone,dz,is_net,subzone
2074.6,0.0,0.1777,0.4556,342.7632,2,A,0.1999999999998181,True,Subzone_0
2074.8,0.2982,0.1977,0.5428,829.7518,2,A,0.20000000000027285,True,Subzone_0
2075.0,0.6086,0.1708,0.6062,241.2434,2,A,0.1999999999998181,False,Subzone_1
2075.2,0.3626,0.1689,0.4642,336.5238,2,A,0.1999999999998181,True,Subzone_0
2075.4,0.3803,0.1958,0.5216,211.0932,2,A,0.20000000000027285,True,Subzone_0
2075.6,0.1002,0.2063,0.4442,2400.1785,2,A,0.1999999999998181,True,Subzone_2
2075.8,0.2054,0.2249,0.5841,1596.9,2,A,0.20000000000027285,True,Subzone_2
2076.0,0.6285,0.1279,0.3649,50.7161,2,A,0.1999999999998181,False,Subzone_1
2076.2,0.5426,0.1011,0.6596,9.4416,2,A,0.1999999999998181,False,Subzone_1
2076.4,0.2554,0.1847,0.587,1059.3346,2,A,0.20000000000027285,True,Subzone_0
2076.6,0.3554,0.2072,0.5008,1426.7985,2,A,0.1999999999998181,True,Subzone_2
2076.8,0.4456,0.1719,0.6129,422.4054,2,A,0.20000000000027285,True,Subzone_0
2077.0,0.2706,0.174,0.4899,702.7758,2,A,0.1999999999998181,True,Subzone_0
2077.2,0.1494,0.2069,0.431,1740.1648,2,A,0.1999999999998181,True,Subzone_2
2077.4,0.4261,0.1832,0.6225,570.7288,2,A,0.20000000000027285,True,Subzone_0
2077.6,0.5359,0.1476,0.6433,156.4357,2,A,0.1999999999998181,False,Subzone_1
2077.8,0.5388,0.2014,0.4576,619.1072,2,A,0.20000000000027285,False,Subzone_0
2078.0,0.5813,0.1329,0.4721,166.4738,2,A,0.1999999999998181,False,Subzone_1
2078.2,0.217,0.2114,0.5022,2857.8353,2,A,0.1999999999998181,True,Subzone_2
2078.4,0.4587,0.1747,0.4616,367.6516,2,A,0.20000000000027285,True,Subzone_0
2078.6,0.4097,0.1519,0.7822,583.403,2,A,0.1999999999998181,True,Subzone_0
2078.8,0.4369,0.1538,0.6002,287.0805,2,A,0.20000000000027285,True,Subzone_0
2079.0,0.4182,0.1852,0.5424,685.5992,2,A,0.1999999999998181,True,Subzone_0
2079.2,0.3509,0.1766,0.4037,2189.7998,2,A,0.1999999999998181,True,Subzone_2
2079.4,0.0,0.2268,0.6344,5211.2353,2,A,0.20000000000027285,True,Subzone_2
2079.6,0.6243,0.1049,0.4805,182.8521,2,A,0.1999999999998181,False,Subzone_1
2079.8,0.4995,0.1672,0.4495,184.9055,2,A,0.20000000000027285,True,Subzone_0
2080.0,0.2274,0.1957,0.6518,3209.7651,2,A,0.1999999999998181,True,Subzone_2
2080.2,0.521,0.15,0.6124,188.2697,2,A,0.1999999999998181,False,Subzone_1
2080.4,0.3829,0.1767,0.1681,356.325,2,A,0.20000000000027285,True,Subzone_0
2080.6,0.3872,0.1607,0.5263,60.3616,2,A,0.1999999999998181,True,Subzone_0
2080.8,0.3347,0.164,0.5675,367.7951,2,A,0.20000000000027285,True,Subzone_0
2081.0,0.5305,0.1451,0.5052,82.5214,2,A,0.1999999999998181,False,Subzone_1
2081.2,0.33,0.1672,0.5714,424.9183,2,A,0.1999999999998181,True,Subzone_0
2081.4,0.2855,0.2259,0.2524,728.8958,2,A,0.20000000000027285,True,Subzone_0
2081.6,0.6198,0.1564,0.127,825.0046,2,A,0.1999999999998181,False,Subzone_1
2081.8,0.4232,0.1448,0.41,252.7795,2,A,0.20000000000027285,True,Subzone_0
2082.0,0.4279,0.2042,0.5749,4314.3491,2,A,0.1999999999998181,True,Subzone_2
2082.2,0.5539,0.1382,0.0752,71.1013,2,A,0.1999999999998181,False,Subzone_1
2082.4,0.3499,0.1744,0.4179,1141.9357,2,A,0.20000000000027285,True,Subzone_0
2082.6,0.3798,0.1878,0.2507,163.305,2,A,0.1999999999998181,True,Subzone_0
2082.8,0.4959,0.1151,0.5318,87.9402,2,A,0.20000000000027285,True,Subzone_1
2083.0,0.2188,0.1864,0.8334,352.4181,2,A,0.1999999999998181,True,Subzone_0
2083.2,0.4832,0.1448,0.5238,126.6718,2,A,0.1999999999998181,True,Subzone_1
2083.4,0.3366,0.1797,0.5262,316.9767,2,A,0.20000000000027285,True,Subzone_0
2083.6,0.5783,0.1511,0.6797,109.2287,2,A,0.1999999999998181,False,Subzone_1
2083.8,0.532,0.1482,0.5581,79.591,2,A,0.20000000000027285,False,Subzone_1
2084.0,0.5122,0.1499,0.522,146.656,2,A,0.1999999999998181,False,Subzone_1
2084.2,0.209,0.2137,0.6677,1257.342,2,A,0.1999999999998181,True,Subzone_2
2084.4,0.4345,0.1687,0.6176,746.8471,2,A,0.20000000000027285,True,Subzone_0
2084.6,0.2734,0.1847,0.5836,638.9482,2,A,0.1999999999998181,True,Subzone_0
2084.8,0.4445,0.1643,0.5277,662.8418,2,A,0.20000000000027285,True,Subzone_0
2085.0,0.1027,0.2432,0.4651,942.9111,2,A,0.1999999999998181,True,Subzone_2
2085.2,0.2189,0.1946,0.674,506.8188,2,A,0.1999999999998181,True,Subzone_0
2085.4,0.6284,0.1268,0.5131,171.6009,2,A,0.20000000000027285,False,Subzone_1
2085.6,0.5054,0.1151,0.7529,96.4518,2,A,0.1999999999998181,False,Subzone_1
2085.8,0.3969,0.1389,0.4016,81.053,2,A,0.20000000000027285,True,Subzone_0
2086.0,0.3137,0.1693,0.7616,647.518,2,A,0.1999999999998181,True,Subzone_0
2086.2,0.2874,0.1799,0.6131,315.8103,2,A,0.1999999999998181,True,Subzone_0
2086.4,0.48,0.1455,0.4107,103.0587,2,A,0.20000000000027285,True,Subzone_1
2086.6,0.3985,0.1744,0.6208,548.537,2,A,0.1999999999998181,True,Subzone_0
2086.8,0.682,0.1186,0.4693,84.1638,2,A,0.20000000000027285,False,Subzone_1
2087.0,0.4223,0.146,0.5609,124.3795,2,A,0.1999999999998181,True,Subzone_1
2087.2,0.4588,0.1717,0.4726,247.2988,2,A,0.1999999999998181,True,Subzone_0
2087.4,0.2417,0.2155,0.5081,581.8675,2,A,0.20000000000027285,True,Subzone_0
2087.6,0.3959,0.1456,0.6972,134.418,2,A,0.1999999999998181,True,Subzone_1
2087.8,0.4765,0.162,0.6272,593.8018,2,A,0.20000000000027285,True,Subzone_0
2088.0,0.3941,0.1299,0.3935,135.4996,2,A,0.1999999999998181,True,Subzone_1
2088.2,0.3772,0.1407,0.3977,299.4156,2,A,0.1999999999998181,True,Subzone_0
2088.4,0.499,0.1424,0.5979,230.6976,2,A,0.20000000000027285,True,Subzone_1
2088.6,0.6772,0.1533,0.6044,143.2131,2,A,0.1999999999998181,False,Subzone_1
2088.8,0.4717,0.1422,0.4562,51.419,2,A,0.20000000000027285,True,Subzone_1
2089.0,0.6216,0.1216,0.8043,48.0199,2,A,0.1999999999998181,False,Subzone_1
2089.2,0.5432,0.149,0.6767,122.123,2,A,0.1999999999998181,False,Subzone_1
2089.4,0.6127,0.1399,0.4645,89.9255,2,A,0.20000000000027285,False,Subzone_1
2089.6,0.3585,0.157,0.4431,476.3694,2,A,0.1999999999998181,True,Subzone_0
2089.8,0.419,0.2044,0.4983,1754.8326,2,A,0.20000000000027285,True,Subzone_2
2090.0,0.4196,0.1593,0.5007,1189.2021,2,A,0.1999999999998181,True,Subzone_0
2090.2,0.5319,0.1521,0.7418,124.6088,2,A,0.1999999999998181,False,Subzone_1
2090.4,0.5689,0.1369,0.7072,418.5334,2,A,0.20000000000027285,False,Subzone_1
2090.6,0.4688,0.1669,0.5527,956.0046,2,A,0.1999999999998181,True,Subzone_0
2090.8,0.5815,0.1679,0.6487,279.0006,2,A,0.20000000000027285,False,Subzone_1
2091.0,0.3655,0.205,0.6557,1265.8827,2,A,0.1999999999998181,True,Subzone_2
2091.2,0.5828,0.1278,0.5718,254.7478,2,A,0.1999999999998181,False,Subzone_1
2091.4,0.6024,0.1625,0.6096,270.6183,2,A,0.20000000000027285,False,Subzone_1
2091.6,0.5516,0.1582,0.6401,227.6317,2,A,0.1999999999998181,False,Subzone_1
2091.8,0.4701,0.1774,0.6164,276.0634,2,A,0.20000000000027285,True,Subzone_0
2092.0,0.557,0.1446,0.4396,33.7017,2,A,0.1999999999998181,False,Subzone_1
2092.2,0.3159,0.1746,0.4428,412.9212,2,A,0.1999999999998181,True,Subzone_0
2092.4,0.4798,0.1754,0.5008,246.4222,2,A,0.20000000000027285,True,Subzone_0
2092.6,0.4951,0.1737,0.4387,182.9449,2,A,0.1999999999998181,True,Subzone_0
2092.8,0.2506,0.2182,0.306,1760.0433,2,A,0.20000000000027285,True,Subzone_2
2093.0,0.5212,0.1552,0.6536,84.4688,2,A,0.1999999999998181,False,Subzone_1
2093.2,0.2627,0.1832,0.5929,871.1316,2,A,0.1999999999998181,True,Subzone_0
2093.4,0.3858,0.1199,0.3654,121.2239,2,A,0.20000000000027285,True,Subzone_1
2093.6,0.456,0.1276,0.5271,81.469,2,A,0.1999999999998181,True,Subzone_1
2093.8,0.3404,0.1672,0.5197,307.0503,2,A,0.20000000000027285,True,Subzone_0
2094.0,0.4624,0.1369,0.5868,61.1314,2,A,0.1999999999998181,True,Subzone_1
2094.2,0.46,0.1756,0.3817,679.0144,2,A,0.1999999999998181,True,Subzone_0
2094.4,0.327,0.1506,0.3509,231.1423,2,A,0.20000000000027285,True,Subzone_0
2094.6,0.5352,0.1393,0.6365,178.0292,2,A,0.1999999999998181,False,Subzone_1
2094.8,0.3354,0.1665,0.3175,445.0864,2,A,0.20000000000027285,True,Subzone_0
2095.0,0.7932,0.1394,0.5236,95.4973,2,A,0.1999999999998181,False,Subzone_1
2095.2,0.4336,0.1506,0.5051,71.0424,2,A,0.1999999999998181,True,Subzone_0
2095.4,0.2743,0.1928,0.5186,1262.6236,2,A,0.20000000000027285,True,Subzone_2
2095.6,0.3023,0.184,0.5785,821.6079,2,A,0.1999999999998181,True,Subzone_0
2095.8,0.6221,0.1559,0.7916,162.4488,2,A,0.20000000000027285,False,Subzone_1
2096.0,0.3886,0.1857,0.3,709.9032,2,A,0.1999999999998181,True,Subzone_0
2096.2,0.2454,0.1869,0.671,1320.0692,2,A,0.1999999999998181,True,Subzone_2
2096.4,0.5781,0.1098,0.1935,144.1642,2,A,0.20000000000027285,False,Subzone_1
2096.6,0.3877,0.1642,0.7576,199.9654,2,A,0.1999999999998181,True,Subzone_0
2096.8,0.548,0.1473,0.2489,66.15,2,A,0.20000000000027285,False,Subzone_1
2097.0,0.5903,0.1478,0.9206,75.5766,2,A,0.1999999999998181,False,Subzone_1
2097.2,0.4912,0.1404,0.4996,123.4401,2,A,0.1999999999998181,True,Subzone_1
2097.4,0.8094,0.136,0.7534,371.9151,2,A,0.20000000000027285,False,Subzone_1
2097.6,0.1913,0.195,0.6989,418.537,2,A,0.1999999999998181,True,Subzone_0
2097.8,0.3273,0.1584,0.4854,166.62,2,A,0.20000000000027285,True,Subzone_0
2098.0,0.4116,0.1565,0.4977,155.9429,2,A,0.1999999999998181,True,Subzone_0
2098.2,0.7892,0.1544,0.4269,156.0545,2,A,0.1999999999998181,False,Subzone_1
2098.4,0.7197,0.1383,0.677,143.2443,2,A,0.20000000000027285,False,Subzone_1
2098.6,0.6433,0.1561,0.4883,97.414,2,A,0.1999999999998181,False,Subzone_1
2098.8,0.3309,0.1555,0.4292,491.1464,2,A,0.20000000000027285,True,Subzone_0
2099.0,0.3484,0.1602,0.6307,239.5588,2,A,0.1999999999998181,True,Subzone_0
2099.2,0.3257,0.1634,0.4143,1600.5339,2,A,0.1999999999998181,True,Subzone_2
2099.4,0.3325,0.1798,0.493,202.081,2,A,0.20000000000027285,True,Subzone_0
2099.6,0.6739,0.1276,0.5793,321.9088,2,A,0.1999999999998181,False,Subzone_1
2099.8,0.4134,0.1556,0.4556,609.5987,2,A,0.20000000000027285,True,Subzone_0
2100.0,0.4333,0.1555,0.4783,174.9082,2,A,0.1999999999998181,True,Subzone_0
2100.2,0.5662,0.1294,0.7927,85.9249,2,A,0.1999999999998181,False,Subzone_1
2100.4,0.2005,0.1899,0.5076,318.349,2,A,0.20000000000027285,True,Subzone_0
2100.6,0.4579,0.1818,0.4876,256.3992,2,A,0.1999999999998181,True,Subzone_0
2100.8,0.2855,0.1521,0.5271,211.0967,2,A,0.20000000000027285,True,Subzone_0
2101.0,0.4058,0.1734,0.6131,385.9374,2,A,0.1999999999998181,True,Subzone_0
2101.2,0.362,0.1998,0.3792,261.2457,2,A,0.1999999999998181,True,Subzone_0
2101.4,0.3543,0.1696,0.6105,1670.594,2,A,0.20000000000027285,True,Subzone_2
2101.6,0.4838,0.1456,0.5944,147.5083,2,A,0.1999999999998181,True,Subzone_1
2101.8,0.4832,0.1747,0.2761,413.1797,2,A,0.20000000000027285,True,Subzone_0
2102.0,0.417,0.1453,0.8253,113.5913,2,A,0.1999999999998181,True,Subzone_1
2102.2,0.5056,0.1528,0.7722,179.2985,2,A,0.1999999999998181,False,Subzone_1
2102.4,0.3197,0.157,0.4314,189.0849,2,A,0.20000000000027285,True,Subzone_0
2102.6,0.5522,0.1097,0.402,65.3961,2,A,0.1999999999998181,False,Subzone_1
2102.8,0.4191,0.1616,0.5838,272.4832,2,A,0.20000000000027285,True,Subzone_0
2103.0,0.3775,0.1449,0.3424,302.2481,2,A,0.1999999999998181,True,Subzone_0
2103.2,0.3308,0.1761,0.7484,480.1752,2,A,0.1999999999998181,True,Subzone_0
2103.4,0.4138,0.1877,0.4689,919.2805,2,A,0.20000000000027285,True,Subzone_0
2103.6,0.7306,0.1606,0.7933,265.9587,2,A,0.1999999999998181,False,Subzone_1
2103.8,0.4405,0.1637,0.4251,342.0315,2,A,0.20000000000027285,True,Subzone_0
2104.0,0.2783,0.2036,0.516,743.5846,2,A,0.1999999999998181,True,Subzone_0
2104.2,0.5878,0.1504,0.7442,403.2489,2,A,0.1999999999998181,False,Subzone_1
2104.4,0.3792,0.1623,0.5008,350.0819,2,A,0.20000000000027285,True,Subzone_0
2104.6,0.4926,0.1165,0.6085,70.8615,2,A,0.1999999999998181,True,Subzone_1
2104.8,0.3592,0.2051,0.6961,803.6928,2,A,0.20000000000027285,True,Subzone_0
2105.0,0.6421,0.1143,0.4851,68.9179,2,A,0.1999999999998181,False,Subzone_1
2105.2,0.3614,0.2,0.345,810.1449,2,A,0.1999999999998181,True,Subzone_0
2105.4,0.6597,0.1437,0.338,161.0625,2,A,0.20000000000027285,False,Subzone_1
2105.6,0.2926,0.1619,0.637,188.1953,2,A,0.1999999999998181,True,Subzone_0
2105.8,0.4061,0.1726,0.6035,632.6221,2,A,0.20000000000027285,True,Subzone_0
2106.0,0.66,0.1755,0.7033,715.9496,2,A,0.1999999999998181,False,Subzone_1
2106.2,0.4752,0.188,0.4979,1954.1391,2,A,0.1999999999998181,True,Subzone_2
2106.4,0.7907,0.1054,0.3575,38.3142,2,A,0.20000000000027285,False,Subzone_1
2106.6,0.4096,0.1517,0.2007,331.2867,2,A,0.1999999999998181,True,Subzone_0
2106.8,0.4886,0.1575,0.9814,65.6803,2,A,0.20000000000027285,True,Subzone_1
2107.0,0.7358,0.1196,0.6455,152.59,2,A,0.1999999999998181,False,Subzone_1
2107.2,0.2229,0.2146,0.5489,434.3807,2,A,0.1999999999998181,True,Subzone_0
2107.4,0.2043,0.2078,0.5729,499.4954,2,A,0.20000000000027285,True,Subzone_0
2107.6,0.3307,0.1425,0.3425,204.0527,2,A,0.1999999999998181,True,Subzone_0
2107.8,0.572,0.1537,0.4335,143.7391,2,A,0.20000000000027285,False,Subzone_1
2108.0,0.2085,0.1889,0.8002,346.1089,2,A,0.1999999999998181,True,Subzone_0
2108.2,0.5396,0.1495,0.6532,140.8647,2,A,0.1999999999998181,False,Subzone_1
2108.4,0.529,0.1552,0.4376,380.7927,2,A,0.20000000000027285,False,Subzone_1
2108.6,0.7522,0.1447,0.3723,90.45,2,A,0.1999999999998181,False,Subzone_1
2108.8,0.6068,0.1595,0.4731,249.5839,2,A,0.20000000000027285,False,Subzone_1
2109.0,0.5046,0.1384,0.5116,111.4722,2,A,0.1999999999998181,False,Subzone_1
2109.2,0.6539,0.1325,0.8686,216.8555,2,A,0.1999999999998181,False,Subzone_1
2109.4,0.5308,0.141,0.5296,279.1823,2,A,0.20000000000027285,False,Subzone_1
2109.6,0.381,0.1361,0.3814,38.2195,2,A,0.1999999999998181,True,Subzone_0
2109.8,0.2783,0.1811,0.533,969.2643,2,A,0.20000000000027285,True,Subzone_0
2110.0,0.3646,0.2088,0.5704,663.7363,2,A,0.1999999999998181,True,Subzone_0
2110.2,0.444,0.1272,0.3713,124.945,2,A,0.1999999999998181,True,Subzone_1
2110.4,0.4763,0.1567,0.6119,125.3627,2,A,0.20000000000027285,True,Subzone_1
2110.6,0.1297,0.2018,0.7149,1077.4316,2,A,0.1999999999998181,True,Subzone_2
2110.8,0.4171,0.1707,0.5668,2059.8175,2,A,0.20000000000027285,True,Subzone_2
2111.0,0.4543,0.1408,0.4384,168.8514,2,A,0.1999999999998181,True,Subzone_1
2111.2,0.5321,0.1213,0.4864,65.6333,2,A,0.1999999999998181,False,Subzone_1
2111.4,0.694,0.1008,0.3251,43.6677,2,A,0.20000000000027285,False,Subzone_1
2111.6,0.4778,0.1835,0.5207,182.7275,2,A,0.1999999999998181,True,Subzone_0
2111.8,0.3136,0.159,0.5973,695.2748,2,A,0.20000000000027285,True,Subzone_0
2112.0,0.1773,0.1866,0.4051,680.9977,2,A,0.1999999999998181,True,Subzone_0
2112.2,0.5531,0.1891,0.8296,284.7139,2,A,0.1999999999998181,False,Subzone_0
2112.4,0.3196,0.1631,0.6678,142.0948,2,A,0.20000000000027285,True,Subzone_0
2112.6,0.58,0.1503,0.2852,203.2358,2,A,0.1999999999998181,False,Subzone_1
2112.8,0.6596,0.1542,0.2867,426.6644,2,A,0.20000000000027285,False,Subzone_1
2113.0,0.2184,0.2115,0.382,492.6608,2,A,0.1999999999998181,True,Subzone_0
2113.2,0.5331,0.123,0.801,204.1924,2,A,0.1999999999998181,False,Subzone_1
2113.4,0.6439,0.1207,0.6996,83.4408,2,A,0.20000000000027285,False,Subzone_1
2113.6,0.6029,0.1465,0.7992,95.1855,2,A,0.1999999999998181,False,Subzone_1
2113.8,0.1355,0.2407,0.5195,1769.933,2,A,0.20000000000027285,True,Subzone_2
2114.0,0.322,0.1623,0.5179,937.198,2,A,0.1999999999998181,True,Subzone_0
2114.2,0.258,0.1761,0.3567,157.1954,2,A,0.1999999999998181,True,Subzone_0
2114.4,0.5285,0.1586,0.6032,152.74,2,A,0.20000000000027285,False,Subzone_1
2114.6,0.512,0.1648,0.5189,580.0783,2,A,0.1999999999998181,False,Subzone_0
2114.8,0.0453,0.2276,0.488,1978.8696,2,A,0.20000000000027285,True,Subzone_2
2115.0,0.4049,0.1496,0.7971,114.3352,2,A,0.1999999999998181,True,Subzone_1
2115.2,0.5701,0.1341,0.5416,250.4352,2,A,0.1999999999998181,False,Subzone_1
2115.4,0.4722,0.162,0.7491,559.049,2,A,0.20000000000027285,True,Subzone_0
2115.6,0.4719,0.183,0.3028,623.4748,2,A,0.1999999999998181,True,Subzone_0
2115.8,0.3953,0.1631,0.9522,187.4854,2,A,0.20000000000027285,True,Subzone_0
2116.0,0.2912,0.1811,0.4858,343.5267,2,A,0.1999999999998181,True,Subzone_0
2116.2,0.4474,0.1404,0.6641,186.3942,2,A,0.1999999999998181,True,Subzone_1
2116.4,0.4578,0.1968,0.6654,294.0481,2,A,0.20000000000027285,True,Subzone_0
2116.6,0.5423,0.1515,0.479,520.4441,2,A,0.1999999999998181,False,Subzone_1
2116.8,0.5545,0.1684,0.6697,1072.5943,2,A,0.20000000000027285,False,Subzone_0
2117.0,0.4629,0.1595,0.6811,220.3881,2,A,0.1999999999998181,True,Subzone_0
2117.2,0.6142,0.1406,0.451,196.9451,2,A,0.1999999999998181,False,Subzone_1
2117.4,0.3938,0.138,0.4538,325.0488,2,A,0.20000000000027285,True,Subzone_0
2117.6,0.2334,0.1462,0.5626,693.0836,2,A,0.1999999999998181,True,Subzone_0
2117.8,0.5216,0.1762,0.5264,1206.1566,2,A,0.20000000000027285,False,Subzone_0
2118.0,0.469,0.1597,0.7593,78.5679,2,A,0.1999999999998181,True,Subzone_1
2118.2,0.5245,0.1549,0.6577,183.6563,2,A,0.1999999999998181,False,Subzone_1
2118.4,0.2603,0.1607,0.5394,378.5012,2,A,0.20000000000027285,True,Subzone_0
2118.6,0.7186,0.1071,0.6623,43.3218,2,A,0.1999999999998181,False,Subzone_1
2118.8,0.5566,0.1678,0.2401,1117.2931,2,A,0.20000000000027285,False,Subzone_0
2119.0,0.4068,0.2011,0.4415,2523.9173,2,A,0.1999999999998181,True,Subzone_2
2119.2,0.3097,0.1667,0.5907,180.127,2,A,0.1999999999998181,True,Subzone_0
2119.4,0.6116,0.1527,0.7205,192.1783,2,A,0.20000000000027285,False,Subzone_1
2119.6,0.2847,0.1862,0.5697,323.3853,2,A,0.1999999999998181,True,Subzone_0
2119.8,0.7892,0.1134,0.7876,63.4504,2,A,0.20000000000027285,False,Subzone_1
2120.0,0.358,0.2098,0.6605,890.7133,2,A,0.1999999999998181,True,Subzone_0
2120.2,0.7081,0.1175,0.494,157.0062,2,A,0.1999999999998181,False,Subzone_1
2120.4,0.4223,0.1891,0.5176,317.8796,2,A,0.20000000000027285,True,Subzone_0
2120.6,0.6871,0.1369,0.6207,22.8103,2,A,0.1999999999998181,False,Subzone_1
2120.8,0.3398,0.1748,0.477,130.734,2,A,0.20000000000027285,True,Subzone_0
2121.0,0.4528,0.1877,0.7689,277.6631,2,A,0.1999999999998181,True,Subzone_0
2121.2,0.5707,0.1505,0.3877,128.5039,2,A,0.1999999999998181,False,Subzone_1
2121.4,0.5493,0.1456,0.6034,200.8631,2,A,0.20000000000027285,False,Subzone_1
2121.6,0.6151,0.1664,0.658,148.8631,2,A,0.1999999999998181,False,Subzone_1
2121.8,0.3769,0.1952,0.4891,301.6589,2,A,0.20000000000027285,True,Subzone_0
2122.0,0.4627,0.183,0.4602,261.0276,2,A,0.1999999999998181,True,Subzone_0
2122.2,0.6373,0.0581,0.5796,7.2914,2,A,0.1999999999998181,False,Subzone_1
2122.4,0.3442,0.1834,0.6627,342.029,2,A,0.20000000000027285,True,Subzone_0
2122.6,0.5359,0.1535,0.4779,145.5078,2,A,0.1999999999998181,False,Subzone_1
2122.8,0.4171,0.1642,0.3882,476.0169,2,A,0.20000000000027285,True,Subzone_0
2123.0,0.4809,0.1687,0.7193,168.9556,2,A,0.1999999999998181,True,Subzone_0
2123.2,0.4627,0.1641,0.6085,230.338,2,A,0.1999999999998181,True,Subzone_0
2123.4,0.3318,0.1898,0.6895,410.8309,2,A,0.20000000000027285,True,Subzone_0
2123.6,0.4109,0.1604,0.664,465.0454,2,A,0.1999999999998181,True,Subzone_0
2123.8,0.4717,0.1877,0.8661,508.2105,2,A,0.20000000000027285,True,Subzone_0
2124.0,0.4346,0.1782,0.7102,899.0065,2,A,0.1999999999998181,True,Subzone_0
2124.2,0.6859,0.1403,0.4495,68.8673,2,A,0.1999999999998181,False,Subzone_1
2124.4,0.6015,0.1505,0.6246,195.3952,2,A,0.20000000000027285,False,Subzone_1
2124.6,0.4935,0.178,0.4594,290.5901,2,A,0.1999999999998181,True,Subzone_0
2124.8,0.3355,0.1961,0.4677,306.1363,2,A,0.20000000000027285,True,Subzone_0
2125.0,0.3264,0.1747,0.3325,376.417,2,A,0.1999999999998181,True,Subzone_0
2125.2,0.7461,0.1413,0.5148,519.727,2,A,0.1999999999998181,False,Subzone_1
2125.4,0.2985,0.1841,0.6224,283.8237,2,A,0.20000000000027285,True,Subzone_0
2125.6,0.4671,0.1967,0.5257,663.7016,2,A,0.1999999999998181,True,Subzone_0
2125.8,0.5041,0.1754,0.3792,162.6387,2,A,0.20000000000027285,False,Subzone_0
2126.0,0.4033,0.1543,0.3241,81.8947,2,A,0.1999999999998181,True,Subzone_0
2126.2,0.2997,0.2271,0.8402,973.9092,2,A,0.1999999999998181,True,Subzone_2
2126.4,0.3323,0.1341,0.6094,94.2339,2,A,0.20000000000027285,True,Subzone_0
2126.6,0.368,0.1842,0.417,387.5608,2,A,0.1999999999998181,True,Subzone_0
2126.8,0.3436,0.1607,0.6192,229.5454,2,A,0.20000000000027285,True,Subzone_0
2127.0,0.6492,0.172,0.8738,117.208,2,A,0.1999999999998181,False,Subzone_1
2127.2,0.4486,0.1658,0.641,200.5663,2,A,0.1999999999998181,True,Subzone_0
2127.4,0.3714,0.1551,0.1341,324.8417,2,A,0.20000000000027285,True,Subzone_0
2127.6,0.466,0.1532,0.9508,85.1833,2,A,0.1999999999998181,True,Subzone_1
2127.8,0.5502,0.1331,0.2836,97.8603,2,A,0.20000000000027285,False,Subzone_1
2128.0,0.3983,0.1613,0.5188,333.8476,2,A,0.1999999999998181,True,Subzone_0
2128.2,0.5853,0.1362,0.3898,79.3111,2,A,0.1999999999998181,False,Subzone_1
2128.4,0.2593,0.1707,0.4349,448.1304,2,A,0.20000000000027285,True,Subzone_0
2128.6,0.6257,0.1428,0.5998,57.1973,2,A,0.1999999999998181,False,Subzone_1
2128.8,0.4487,0.1686,0.2361,616.2483,2,A,0.20000000000027285,True,Subzone_0
2129.0,0.4428,0.1416,0.5441,203.8142,2,A,0.1999999999998181,True,Subzone_1
1920.2,0.2829,0.1385,0.4028,317.0851,3,A,0.20000000000004547,True,Subzone_0
1920.4,0.5512,0.1339,0.7842,236.237,3,A,0.20000000000004547,False,Subzone_1
1920.6,0.341,0.186,0.5132,174.0005,3,A,0.1999999999998181,True,Subzone_0
1921.0,0.2513,0.2125,0.5625,1840.0738,3,A,0.20000000000004547,True,Subzone_2
1921.2,0.6437,0.1234,0.6668,153.7256,3,A,0.20000000000004547,False,Subzone_1
1921.4,0.4609,0.163,0.6288,346.0806,3,A,0.20000000000004547,True,Subzone_0
1921.6,0.4707,0.1499,0.5317,43.4702,3,A,0.1999999999998181,True,Subzone_1
1921.8,0.5744,0.1207,0.7363,202.9147,3,A,0.20000000000004547,False,Subzone_1
1922.0,0.2623,0.1942,0.4313,1750.1845,3,A,0.20000000000004547,True,Subzone_2
1922.2,0.3577,0.1608,0.6309,301.2508,3,A,0.20000000000004547,True,Subzone_0
1922.4,0.4755,0.1406,0.5783,180.0699,3,A,0.20000000000004547,True,Subzone_1
1922.6,0.1857,0.148,0.5351,266.9874,3,A,0.1999999999998181,True,Subzone_0
1922.8,0.2018,0.2194,0.4696,3724.9201,3,A,0.20000000000004547,True,Subzone_2
1923.0,0.3268,0.177,0.4919,500.0045,3,A,0.20000000000004547,True,Subzone_0
1923.2,0.2789,0.2053,0.5369,806.3532,3,A,0.20000000000004547,True,Subzone_0
1923.4,0.3984,0.1798,0.4984,591.8398,3,A,0.20000000000004547,True,Subzone_0
1923.6,0.5284,0.1724,0.6552,367.52,3,A,0.1999999999998181,False,Subzone_0
1923.8,0.5625,0.1345,0.4801,129.9297,3,A,0.20000000000004547,False,Subzone_1
1924.0,0.7214,0.0973,0.8106,13.7448,3,A,0.20000000000004547,False,Subzone_1
1924.2,0.4466,0.1763,0.4566,592.204,3,A,0.20000000000004547,True,Subzone_0
1924.4,0.4732,0.1601,0.6882,593.2101,3,A,0.20000000000004547,True,Subzone_0
1924.6,0.4463,0.1518,0.698,423.9313,3,A,0.1999999999998181,True,Subzone_1
1924.8,0.498,0.1691,0.5715,652.6088,3,A,0.20000000000004547,True,Subzone_0
1925.0,0.5098,0.1589,0.5622,245.8094,3,A,0.20000000000004547,False,Subzone_1
1925.2,0.5883,0.1551,0.4428,254.1868,3,A,0.20000000000004547,False,Subzone_1
1925.4,0.5877,0.122,0.4879,209.4498,3,A,0.20000000000004547,False,Subzone_1
