depth,vsh,phit,sw,perm,well,zone
2347.6,0.667,0.1645,0.4044,338.5477,1,E
2347.8,0.3003,0.2245,0.4446,924.7428,1,E
2348.0,0.295,0.2711,0.3622,5249.7283,1,E
2348.2,0.0727,0.2205,0.4743,3350.3698,1,E
2348.4,0.3724,0.23,0.7207,794.9076,1,E
2348.6,0.8587,0.1216,0.9737,218.9764,1,E
2348.8,0.5305,0.1394,0.6557,124.7294,1,E
2349.0,0.3995,0.1871,0.6982,876.1631,1,E
2349.2,0.5521,0.1673,0.8193,276.8722,1,E
2349.4,0.5116,0.1468,0.5633,164.503,1,E
2349.6,0.5803,0.1708,0.7915,1626.9895,1,E
2349.8,0.5572,0.1904,0.6437,251.6978,1,E
2350.0,0.6626,0.1566,0.5405,492.1526,1,E
2350.2,0.3495,0.184,0.5666,2693.7376,1,E
2350.4,0.1411,0.2251,0.1593,3282.7597,1,E
2350.6,0.4995,0.175,0.5598,181.4438,1,E
2350.8,0.5205,0.1774,0.2284,200.6254,1,E
2351.0,0.6626,0.1784,0.2133,315.3886,1,E
2351.2,0.6106,0.1652,0.5458,470.444,1,E
2351.4,0.7302,0.1054,0.3345,109.2781,1,E
2351.6,0.4916,0.1622,0.511,137.7753,1,E
2351.8,0.4212,0.191,0.5257,393.7621,1,E
2352.0,0.1307,0.2585,0.5067,2287.9965,1,E
2352.2,0.4355,0.2171,0.3276,1333.9567,1,E
2352.4,0.2805,0.2523,0.638,15000.0,1,E
2352.6,0.4181,0.1906,0.4849,371.0949,1,E
2352.8,0.3898,0.2106,0.5723,595.3665,1,E
2353.0,0.7832,0.0962,0.3234,28.911,1,E
2353.2,0.3625,0.2064,0.4626,1961.3959,1,E
2353.4,0.5483,0.1409,0.7184,216.3375,1,E
2353.6,0.0,0.2484,0.6525,1656.2368,1,E
2353.8,0.4142,0.2636,0.3282,3739.3749,1,E
2354.0,0.5964,0.1681,0.4118,235.6727,1,E
2354.2,0.7166,0.1209,0.3509,171.2415,1,E
2354.4,0.5118,0.1834,0.3857,5718.4888,1,E
2354.6,0.6833,0.1346,0.2715,297.3012,1,E
2354.8,0.4104,0.1644,0.4866,376.7692,1,E
2355.0,0.3805,0.2455,0.593,1852.5578,1,E
2355.2,0.4753,0.2054,0.3537,388.1029,1,E
2355.4,0.3794,0.2017,0.4802,1886.9599,1,E
2355.6,0.2392,0.2043,0.4558,1929.2243,1,E
2355.8,0.2873,0.1991,0.6875,672.0845,1,E
2356.0,0.1798,0.2616,0.3625,12651.9894,1,E
2356.2,0.4751,0.1864,0.3991,720.7228,1,E
2356.4,0.3821,0.1156,0.3787,220.2985,1,E
2356.6,0.3151,0.2633,0.2671,6301.327,1,E
2356.8,0.278,0.2129,0.5873,1201.295,1,E
2357.0,0.4709,0.1879,0.4777,341.362,1,E
2357.2,0.5205,0.1991,0.5074,869.1809,1,E
2357.4,0.1765,0.2352,0.7126,4802.4867,1,E
2357.6,0.1482,0.2464,0.7184,2152.7566,1,E
2357.8,0.5518,0.1566,0.2182,475.2215,1,E
2358.0,0.1325,0.1994,0.6141,411.3991,1,E
2358.2,0.4785,0.1852,0.5437,1289.6767,1,E
2358.4,0.671,0.1851,0.4201,883.0829,1,E
2358.6,0.6715,0.1331,0.5829,69.6952,1,E
2358.8,0.5128,0.1549,0.2045,266.2197,1,E
2359.0,0.5076,0.2044,0.7587,2367.3812,1,E
2359.2,0.7853,0.1208,0.6216,48.7281,1,E
2359.4,0.0,0.2397,0.3256,1154.1531,1,E
2359.6,0.2964,0.1962,0.3933,858.9524,1,E
2359.8,0.5327,0.1685,0.2032,2510.6947,1,E
2360.0,0.3193,0.1628,0.4556,226.4756,1,E
2360.2,0.6032,0.146,0.4319,380.0259,1,E
2360.4,0.907,0.1197,0.2908,161.356,1,E
2360.6,0.4037,0.195,0.639,548.1893,1,E
2360.8,0.3306,0.2294,0.7153,2395.6487,1,E
2361.0,0.2859,0.2531,0.471,2674.7087,1,E
2361.2,0.2815,0.2456,0.4239,2377.8964,1,E
2361.4,0.4288,0.2085,0.5721,325.4976,1,E
2361.6,0.2406,0.2102,0.4896,1269.3784,1,E
2361.8,0.5516,0.1517,0.3217,607.0674,1,E
2362.0,0.4976,0.1758,0.3894,567.5544,1,E
2362.2,0.5779,0.178,0.4527,1377.7969,1,E
2362.4,0.1768,0.244,0.5243,4868.9805,1,E
2362.6,0.0741,0.2545,0.4771,3786.6368,1,E
2362.8,0.3792,0.1901,0.539,468.971,1,E
2363.0,0.9018,0.1344,0.249,128.3072,1,E
2363.2,0.6079,0.1903,0.6208,239.3301,1,E
2363.4,0.2802,0.23,0.4858,1722.8087,1,E
2363.6,0.4564,0.1807,0.9644,690.583,1,E
2363.8,0.511,0.1525,0.4464,1196.7286,1,E
2364.0,0.1337,0.2085,0.552,1898.8575,1,E
2364.2,0.6265,0.139,1.0,106.2154,1,E
2364.4,0.3499,0.2039,0.5306,346.4509,1,E
2364.6,0.3637,0.2084,0.4816,1048.54,1,E
2364.8,0.3843,0.157,0.3368,647.2277,1,E
2365.0,0.586,0.1495,0.7925,232.947,1,E
2365.2,0.2441,0.2195,0.2808,2534.4695,1,E
2365.4,0.0727,0.2166,0.5674,1315.7222,1,E
2365.6,0.4381,0.1951,0.4139,1575.2739,1,E
2365.8,0.0121,0.2405,0.4469,769.8097,1,E
2366.0,0.3258,0.183,0.2477,2371.1058,1,E
2366.2,0.5936,0.1623,0.754,156.9497,1,E
2366.4,0.4842,0.1872,0.4523,1369.9115,1,E
2366.6,0.5676,0.1436,0.301,192.6684,1,E
2366.8,0.4917,0.1702,0.7346,428.0529,1,E
2367.0,0.8139,0.1396,0.4306,178.3843,1,E
2367.2,0.2741,0.1898,0.5615,949.7165,1,E
2367.4,0.4517,0.1408,0.6723,322.8534,1,E
2367.6,0.3011,0.1664,0.596,1002.2833,1,E
2367.8,0.8737,0.1085,0.1384,306.3177,1,E
2368.0,0.3689,0.1617,0.6377,495.2908,1,E
2368.2,0.6894,0.1379,0.5039,825.402,1,E
2368.4,0.2845,0.249,0.4184,3724.3631,1,E
2368.6,0.6333,0.1205,0.5093,318.4733,1,E
2368.8,0.4868,0.1699,0.2194,659.4367,1,E
2369.0,0.3742,0.2472,0.5129,2122.2819,1,E
2369.2,0.4776,0.1886,0.2562,866.0887,1,E
2369.4,0.427,0.1768,0.455,832.5124,1,E
2369.6,0.4441,0.1795,0.5335,579.2545,1,E
2369.8,0.3428,0.2093,0.6868,1766.0995,1,E
2370.0,0.2537,0.2543,0.3279,7954.0095,1,E
2370.2,0.3197,0.1888,0.763,738.5005,1,E
2370.4,0.077,0.2195,0.6598,152.8236,1,E
2370.6,0.5316,0.1358,0.4456,760.6126,1,E
2370.8,0.1577,0.2289,0.2861,1636.9602,1,E
2371.0,0.3408,0.1637,0.2518,205.5555,1,E
2371.2,0.4966,0.1639,0.5606,162.0137,1,E
2371.4,0.5311,0.1476,0.3854,202.3276,1,E
2371.6,0.0606,0.2678,0.686,3535.8501,1,E
2371.8,0.3635,0.1828,0.3818,356.8754,1,E
2372.0,0.4628,0.1905,0.3389,453.8031,1,E
2372.2,0.3894,0.1515,0.5587,448.5759,1,E
2372.4,0.6219,0.16,0.3897,1864.6673,1,E
2372.6,0.2321,0.1851,0.5047,1328.6409,1,E
2372.8,0.0112,0.2377,0.6596,6418.3182,1,E
2373.0,0.5259,0.2264,0.5077,1439.8603,1,E
2373.2,0.2833,0.2308,0.5067,2374.0803,1,E
2373.4,0.0635,0.2373,0.5192,3624.4485,1,E
2373.6,0.3515,0.2773,0.1615,4158.5501,1,E
2373.8,0.6015,0.1369,0.593,143.498,1,E
2374.0,0.1526,0.2562,0.5035,8273.9657,1,E
2374.2,0.8005,0.0916,0.7013,154.6415,1,E
2374.4,0.2292,0.2095,0.6024,1343.896,1,E
2374.6,0.3957,0.157,0.4781,128.2953,1,E
2374.8,0.1606,0.2323,0.6701,1788.035,1,E
2375.0,0.3875,0.1933,0.4472,263.9779,1,E
2375.2,0.3559,0.1889,0.5461,802.4835,1,E
2375.4,0.1119,0.2605,0.417,5689.6619,1,E
2375.6,0.8886,0.1025,0.6193,68.0814,1,E
2375.8,0.7061,0.1523,0.4485,362.6163,1,E
2376.0,0.291,0.2269,0.783,2763.2706,1,E
2376.2,0.5544,0.1298,0.8884,207.5928,1,E
2376.4,0.7066,0.1253,0.6844,57.2554,1,E
2376.6,0.5828,0.1639,0.7891,327.0525,1,E
2376.8,0.1638,0.2412,0.2037,3949.0054,1,E
2377.0,0.4185,0.2228,0.2322,6351.2401,1,E
2377.2,0.0414,0.2384,0.424,2124.3529,1,E
2377.4,0.5423,0.1607,0.5203,576.7109,1,E
2377.6,0.0857,0.2153,0.4554,2992.5412,1,E
2377.8,0.2354,0.2229,0.1924,1525.7266,1,E
2378.0,0.3794,0.1857,0.7102,1754.6327,1,E
2378.2,0.4601,0.1741,0.8953,1368.4692,1,E
2378.4,0.333,0.1977,0.7287,2869.5441,1,E
2378.6,0.6534,0.1658,0.7063,608.1086,1,E
2378.8,0.5102,0.1594,0.5541,2394.5283,1,E
2379.0,0.4961,0.1563,0.3629,201.2909,1,E
2379.2,0.1587,0.237,0.4955,14134.5952,1,E
2379.4,0.6859,0.0715,0.9276,71.6338,1,E
2379.6,0.2354,0.1996,0.434,2914.9722,1,E
2379.8,0.6928,0.1173,0.4484,95.132,1,E
2380.0,0.744,0.1685,0.7091,888.9354,1,E
2010.0,0.4173,0.1511,0.3051,453.7544,2,
2010.2,0.8885,0.0782,0.6296,15.3069,2,A
2010.4,0.7077,0.0933,0.6567,15.9207,2,A
2010.6,0.2341,0.1738,0.6542,350.2312,2,A
2010.8,0.5334,0.1613,0.6324,216.1204,2,A
2011.0,0.5698,0.1256,0.7999,67.313,2,A
2011.2,0.3993,0.1363,0.7093,60.1663,2,A
2011.4,0.4767,0.1389,0.9607,210.0941,2,A
2011.6,0.4914,0.1474,1.0,280.4437,2,A
2011.8,0.248,0.1804,0.2784,221.0755,2,A
2012.0,0.2953,0.1784,0.2133,230.7456,2,A
2012.2,0.4758,0.1778,0.542,473.1899,2,A
2012.4,0.4649,0.1836,0.6164,259.3651,2,A
2012.6,0.3437,0.2147,0.517,1350.4052,2,A
2012.8,0.3308,0.1438,0.6622,463.8526,2,A
2013.0,0.4365,0.1453,0.5156,167.9471,2,A
2013.2,0.5829,0.157,0.4473,104.7616,2,A
2013.4,0.4385,0.153,0.4716,284.4701,2,A
2013.6,0.6934,0.1457,0.5259,156.6504,2,A
2013.8,0.3456,0.1785,0.6694,395.537,2,A
2014.0,0.479,0.1884,0.4659,799.6924,2,A
2014.2,0.3969,0.1885,0.4955,930.9871,2,A
2014.4,0.5382,0.1702,0.6317,357.1043,2,A
2014.6,0.3328,0.1678,0.5173,313.2218,2,A
2014.8,0.7391,0.1205,0.7336,367.2165,2,A
2015.0,0.1964,0.188,0.4011,1305.5541,2,A
2015.2,0.7073,0.0965,0.4052,80.9565,2,A
2015.4,0.4635,0.1883,0.5846,628.6445,2,A
2015.6,0.5329,0.1646,0.6091,148.9752,2,A
2015.8,0.6502,0.1273,0.4336,232.0205,2,A
2016.0,0.5786,0.1697,0.7479,380.0232,2,A
2016.2,0.3405,0.1624,0.838,188.8928,2,A
2016.4,0.54,0.112,0.4753,58.9555,2,A
2016.6,0.7301,0.1438,0.7798,86.1791,2,A
2016.8,0.3169,0.1526,0.1959,445.0049,2,A
2017.0,0.7678,0.1147,0.7298,120.722,2,A
2017.2,0.5079,0.1571,0.4227,275.1163,2,A
2017.4,0.385,0.1769,0.6899,407.203,2,A
2017.6,0.316,0.1953,0.3919,435.3727,2,A
2017.8,0.4165,0.1766,0.5333,95.6391,2,A
2018.0,0.1567,0.2103,0.4086,397.9883,2,A
2018.2,0.3877,0.153,0.521,129.804,2,A
2018.4,0.4106,0.1717,0.8201,196.065,2,A
2018.6,0.2888,0.1518,0.5373,255.8332,2,A
2018.8,0.5622,0.177,0.86,737.6887,2,A
2019.0,0.4172,0.1369,0.5016,127.0666,2,A
2019.2,0.3546,0.1663,0.7715,827.5501,2,A
2019.4,0.4012,0.1407,0.3141,89.7636,2,A
2019.6,0.5033,0.139,0.5157,133.9447,2,A
2019.8,0.461,0.1594,0.4701,249.8787,2,A
2020.0,0.3449,0.1639,0.7793,623.0252,2,A
2020.2,0.4688,0.181,0.5696,505.5102,2,A
2020.4,0.4424,0.1661,0.2346,341.7964,2,A
2020.6,0.2791,0.1739,0.3482,123.1361,2,A
2020.8,0.4067,0.1636,0.3969,156.213,2,A
2021.0,0.5369,0.1735,0.6849,814.8225,2,A
2021.2,0.5358,0.1674,0.668,77.0524,2,A
2021.4,0.4155,0.1424,0.5122,408.726,2,A
2021.6,0.5515,0.1336,0.4785,179.0366,2,A
2021.8,0.303,0.1895,0.6459,354.5933,2,A
2022.0,0.3077,0.1865,0.3702,307.5196,2,A
2022.2,0.4123,0.1446,0.6251,636.1993,2,A
2022.4,0.6746,0.1459,0.6117,472.7052,2,A
2022.6,0.4745,0.1396,0.5172,137.6478,2,A
2022.8,0.4087,0.1921,0.597,701.3307,2,A
2023.0,0.6816,0.1406,0.5733,98.5204,2,A
2023.2,0.407,0.1436,0.6314,183.7172,2,A
2023.4,0.7852,0.1058,0.3718,36.9044,2,A
2023.6,0.3733,0.1598,0.6425,247.7236,2,A
2023.8,0.2982,0.1838,0.6947,1774.4182,2,A
2024.0,0.425,0.1598,0.5985,244.9565,2,A
2024.2,0.4126,0.1426,0.6474,78.8966,2,A
2024.4,0.3288,0.1487,0.5383,74.917,2,A
2024.6,0.8403,0.1201,0.6999,95.2515,2,A
2024.8,0.4978,0.16,0.56,155.5688,2,A
2025.0,0.5196,0.1535,0.3806,260.738,2,A
2025.2,0.3807,0.1752,0.6672,130.6373,2,A
2025.4,0.3633,0.1597,0.3053,419.7481,2,A
2025.6,0.6038,0.144,0.5991,81.215,2,A
2025.8,0.1986,0.2446,0.4588,2808.7334,2,A
2026.0,0.2786,0.2067,0.4643,757.0939,2,A
2026.2,0.4129,0.1597,0.5761,855.5771,2,A
2026.4,0.6527,0.1234,0.4585,107.6536,2,A
2026.6,0.3938,0.1108,0.6467,259.0129,2,A
2026.8,0.5124,0.1737,0.5533,566.2806,2,A
2027.0,0.4542,0.1758,0.4513,1088.9771,2,A
2027.2,0.6444,0.1241,0.7653,84.3433,2,A
2027.4,0.2123,0.1633,0.5796,366.2446,2,A
2027.6,0.5604,0.1229,0.6597,219.1109,2,A
2027.8,0.4202,0.1734,0.7574,712.1998,2,A
2028.0,0.5887,0.1405,0.7681,221.4643,2,A
2028.2,0.3271,0.1907,0.6249,489.1737,2,A
2028.4,0.4537,0.1618,0.5041,248.0377,2,A
2028.6,0.4346,0.182,0.327,1058.9521,2,A
2028.8,0.2996,0.1878,0.5701,1438.302,2,A
2029.0,0.2579,0.2025,0.6974,565.5594,2,A
2029.2,0.3629,0.1303,0.6153,69.2555,2,A
2029.4,0.4695,0.1333,0.0442,67.4288,2,A
2029.6,0.3365,0.1683,0.6774,586.8244,2,A
2029.8,0.4005,0.1887,0.6785,306.1114,2,A
2030.0,0.1671,0.2355,0.4748,3731.4155,2,A
2030.2,0.3944,0.1647,0.6966,436.0707,2,A
2030.4,0.6035,0.1281,0.6572,74.7634,2,A
2030.6,0.5558,0.1075,0.4684,181.8086,2,A
2030.8,0.437,0.1796,0.7331,164.6002,2,A
2031.0,0.4865,0.1448,0.3662,543.4032,2,A
2031.2,0.3258,0.2362,0.5112,2689.4331,2,A
2031.4,0.6937,0.1136,0.5452,17.4476,2,A
2031.6,0.7602,0.1618,0.4257,829.3341,2,A
2031.8,0.4747,0.1723,0.5909,723.2856,2,A
2032.0,0.8386,0.0887,0.7753,27.3153,2,A
2032.2,0.348,0.1787,0.7299,226.5216,2,A
2032.4,0.2623,0.2008,0.6425,274.7057,2,A
2032.6,0.3436,0.1701,0.2918,1846.6302,2,A
2032.8,0.4171,0.1817,0.3412,253.1933,2,A
2033.0,0.7968,0.1311,0.5867,49.5001,2,A
2033.2,0.4078,0.1781,0.5379,521.7956,2,A
2033.4,0.3211,0.1773,0.4686,136.8146,2,A
2033.6,0.3152,0.1549,0.8381,115.9374,2,A
2033.8,0.621,0.1365,0.5755,273.1448,2,A
2034.0,0.5996,0.1444,0.6379,235.3747,2,A
2034.2,0.3772,0.1327,0.7093,94.7079,2,A
2034.4,0.1686,0.2011,0.542,829.8408,2,A
2034.6,0.2807,0.181,0.9305,346.2425,2,A
2034.8,0.7082,0.1006,0.4329,48.8026,2,A
2035.0,0.5533,0.1403,0.4672,90.1725,2,A
2035.2,0.4598,0.1531,0.4116,145.4559,2,A
2035.4,0.7303,0.1622,0.7838,183.3093,2,A
2035.6,0.7437,0.1262,0.6841,62.6573,2,A
2035.8,0.4446,0.182,0.4598,994.4053,2,A
2036.0,0.4474,0.1586,0.4212,430.6601,2,A
2036.2,0.3627,0.1346,0.7681,68.556,2,A
2036.4,0.4073,0.1797,0.5966,198.5481,2,A
2036.6,0.2271,0.1769,0.7551,376.0131,2,A
2036.8,0.2264,0.1834,0.5319,2225.1436,2,A
2037.0,0.1916,0.1736,0.6215,188.5728,2,A
2037.2,0.6127,0.1406,0.603,137.6127,2,A
2037.4,0.2158,0.2128,0.4355,1203.5056,2,A
2037.6,0.7425,0.1406,0.5364,142.9399,2,A
2037.8,0.3404,0.2068,0.3539,698.1686,2,A
2038.0,0.7106,0.1608,0.6241,596.5405,2,A
2038.2,0.3952,0.1269,0.6777,144.2995,2,A
2038.4,0.2151,0.1677,0.6957,584.2499,2,A
2038.6,0.6426,0.099,0.6746,73.2862,2,A
2038.8,0.6603,0.1455,0.5368,326.5612,2,A
2039.0,0.3141,0.1647,0.7812,894.2518,2,A
2039.2,0.4003,0.1574,0.6851,613.6355,2,A
2039.4,0.3141,0.1742,0.7528,1940.327,2,A
2039.6,0.4319,0.1706,0.7637,818.1944,2,A
2039.8,0.4662,0.1288,0.5439,69.8665,2,A
2040.0,0.3973,0.1424,0.6155,290.2385,2,A
2040.2,0.1772,0.1966,0.6518,1182.5247,2,A
2040.4,0.3629,0.1961,0.3634,2685.3718,2,A
2040.6,0.5555,0.1462,0.3867,92.0028,2,A
2040.8,0.4187,0.1489,0.3598,284.5912,2,A
2041.0,0.4009,0.1241,0.5484,60.9689,2,A
2041.2,0.3104,0.1981,0.485,1073.3916,2,A
2041.4,0.3585,0.158,0.3357,214.3387,2,A
2041.6,0.6613,0.1098,0.5927,91.3881,2,A
2041.8,0.279,0.1489,0.5404,72.9847,2,A
2042.0,0.5581,0.1175,0.7446,140.772,2,A
2042.2,0.4571,0.1404,0.86,176.6632,2,A
2042.4,0.4867,0.151,0.6223,227.7022,2,A
2042.6,0.3401,0.1509,0.4494,787.369,2,A
2042.8,0.3972,0.1713,0.6427,275.8082,2,A
2043.0,0.4491,0.1558,0.5533,296.5455,2,A
2043.2,0.3719,0.2153,0.4921,1300.9776,2,A
2043.4,0.4997,0.1199,0.437,99.7234,2,A
2043.6,0.5186,0.1548,0.4827,1056.3522,2,A
2043.8,0.7759,0.1211,0.5391,93.7278,2,A
2044.0,0.4917,0.1345,0.6811,87.8182,2,A
2044.2,0.1632,0.2004,0.6107,2922.0004,2,A
2044.4,0.6245,0.153,0.8269,175.0905,2,A
2044.6,0.4194,0.1666,0.6488,104.0505,2,A
2044.8,0.7518,0.1485,0.6185,114.6,2,A
2045.0,0.6706,0.0879,0.5331,15.1735,2,A
2045.2,0.3742,0.1538,0.3971,63.8449,2,A
2045.4,0.5583,0.1758,0.4584,316.7998,2,A
2045.6,0.3609,0.1906,0.433,583.6403,2,A
2045.8,0.4504,0.1714,0.1616,813.6579,2,A
2046.0,0.5514,0.1719,0.3942,564.1287,2,A
2046.2,0.617,0.1002,0.8145,75.4966,2,A
2046.4,0.5843,0.1588,0.606,137.2406,2,A
2046.6,0.4612,0.1804,0.4856,851.7483,2,A
2046.8,0.8225,0.0983,0.6347,124.8591,2,A
2047.0,0.3952,0.2204,0.2331,1833.6525,2,A
2047.2,0.2089,0.1963,0.578,961.5013,2,A
2047.4,0.2378,0.1448,0.748,72.0544,2,A
2047.6,0.6711,0.139,0.5405,305.3597,2,A
2047.8,0.4385,0.1477,0.2894,641.0553,2,A
2048.0,0.4739,0.1808,0.4798,583.3007,2,A
2048.2,0.3686,0.1823,0.7332,323.0748,2,A
2048.4,0.3821,0.1576,0.59,220.1214,2,A
2048.6,0.3319,0.2062,0.319,705.7912,2,A
2048.8,0.5207,0.1701,0.9014,270.7622,2,A
2049.0,0.4354,0.146,0.3678,279.2747,2,A
2049.2,0.5153,0.1489,0.5182,235.0667,2,A
2049.4,0.5009,0.1642,0.3929,591.2763,2,A
2049.6,0.3861,0.1617,0.3941,356.6452,2,A
2049.8,0.2312,0.1828,0.4733,271.8392,2,A
2050.0,0.2181,0.1919,0.6329,449.8714,2,A
2050.2,0.904,0.0794,0.7761,19.2054,2,A
2050.4,0.6717,0.0867,0.5216,30.4917,2,A
2050.6,0.651,0.1388,0.4072,506.4996,2,A
2050.8,0.3488,0.1342,0.6324,497.3023,2,A
2051.0,0.4514,0.1406,0.6342,273.8997,2,A
2051.2,0.3277,0.1413,0.5938,170.3647,2,A
2051.4,0.2532,0.1536,0.5942,86.0654,2,A
2051.6,0.3617,0.1808,0.525,543.7764,2,A
2051.8,0.6489,0.1299,0.577,66.3349,2,A
2052.0,0.5761,0.1388,0.5315,451.4185,2,A
2052.2,0.3045,0.1535,0.7134,72.4495,2,A
2052.4,0.4028,0.1537,0.887,288.3645,2,A
2052.6,0.5624,0.1533,0.5799,119.4774,2,A
2052.8,0.3644,0.1709,0.5449,352.7827,2,A
2053.0,0.4619,0.1755,0.5824,639.076,2,A
2053.2,0.5103,0.1719,0.4468,741.1971,2,A
2053.4,0.5086,0.1478,0.6699,180.1254,2,A
2053.6,0.4881,0.1185,0.633,141.4621,2,A
2053.8,0.3519,0.1584,0.4878,159.2878,2,A
2054.0,0.3674,0.1696,0.6817,405.8146,2,A
2054.2,0.28,0.1675,0.5501,646.9348,2,A
2054.4,0.2158,0.1704,0.4006,441.259,2,A
2054.6,0.4328,0.1643,0.6013,205.306,2,A
2054.8,0.5724,0.193,0.5726,540.5262,2,A
2055.0,0.243,0.1782,0.687,876.3685,2,A
2055.2,0.4909,0.1551,0.6769,108.172,2,A
2055.4,0.5677,0.1188,0.5503,43.9125,2,A
2055.6,0.1745,0.2218,0.4547,2200.3959,2,A
2055.8,0.4094,0.1835,0.5411,371.2661,2,A
2056.0,0.6969,0.1441,0.6111,62.1612,2,A
2056.2,0.5328,0.1769,0.6161,1065.7502,2,A
2056.4,0.1694,0.1891,0.5838,274.9024,2,A
2056.6,0.5488,0.1415,0.544,137.5211,2,A
2056.8,0.3378,0.2096,0.6799,675.1137,2,A
2057.0,0.5537,0.1596,0.4493,211.59,2,A
2057.2,0.3465,0.1299,0.9342,62.1104,2,A
2057.4,0.442,0.1707,0.6604,579.7507,2,A
2057.6,0.3694,0.1596,0.3813,280.9051,2,A
2057.8,0.4505,0.1785,0.5706,865.1811,2,A
2058.0,0.3649,0.18,0.6581,300.0551,2,A
2058.2,0.4165,0.1302,0.5097,504.0678,2,A
2058.4,0.2737,0.1893,0.3143,158.361,2,A
2058.6,0.5236,0.1551,0.3963,76.8475,2,A
2058.8,0.4763,0.1644,0.6298,997.0311,2,A
2059.0,0.2075,0.2041,0.2694,1234.8877,2,A
2059.2,0.5989,0.1709,0.3285,449.501,2,A
2059.4,0.4236,0.1724,0.6258,498.6571,2,A
2059.6,0.4743,0.1579,0.5177,367.8096,2,A
2059.8,0.5647,0.1684,0.4425,408.3031,2,A
2060.0,0.4992,0.199,0.4604,396.0008,2,A
2060.2,0.6248,0.1558,0.3313,412.4981,2,A
2060.4,0.406,0.1705,0.6187,555.3668,2,A
2060.6,0.6052,0.1488,0.4338,517.3164,2,A
2060.8,0.4684,0.1633,0.4686,974.3521,2,A
2061.0,0.5261,0.1509,0.6059,257.1423,2,A
2061.2,0.5105,0.1959,0.4974,303.8603,2,A
2061.4,0.6361,0.1211,0.4601,305.0609,2,A
2061.6,0.5582,0.1694,0.2481,168.8592,2,A
2061.8,0.3836,0.1669,0.6026,401.4463,2,A
2062.0,0.3538,0.1437,0.5686,140.3603,2,A
2062.2,0.4425,0.1578,0.4735,183.9237,2,A
2062.4,0.336,0.1647,0.3927,508.0003,2,A
2062.6,0.2922,0.193,0.539,774.7424,2,A
2062.8,0.1308,0.2046,0.6045,1284.428,2,A
2063.0,0.2176,0.1708,0.5606,201.9819,2,A
2063.2,0.7478,0.1507,0.7997,180.4209,2,A
2063.4,0.3515,0.1954,0.6418,411.1082,2,A
2063.6,0.7355,0.1546,0.5363,197.6377,2,A
2063.8,0.5105,0.1574,0.662,225.244,2,A
2064.0,0.4425,0.1609,0.5572,963.2473,2,A
2064.2,0.2249,0.2044,0.5393,749.5174,2,A
2064.4,0.4507,0.149,0.7491,44.6496,2,A
2064.6,0.7338,0.1257,0.4292,267.5216,2,A
2064.8,0.6836,0.1262,0.5672,141.1629,2,A
2065.0,0.4911,0.1259,0.7423,93.7755,2,A
2065.2,0.2777,0.1859,0.5862,397.6933,2,A
2065.4,0.3064,0.1707,0.4906,183.9555,2,A
2065.6,0.3221,0.1726,0.2893,1422.2559,2,A
2065.8,0.6417,0.1426,0.2167,168.4117,2,A
2066.0,0.6948,0.1537,0.8642,66.6171,2,A
2066.2,0.4794,0.1397,0.6046,188.4834,2,A
2066.4,0.4045,0.1599,0.4627,602.9613,2,A
2066.6,0.6823,0.1146,0.6208,83.6637,2,A
2066.8,0.3032,0.1634,0.4067,154.8773,2,A
2067.0,0.4578,0.1477,0.5055,94.3774,2,A
2067.2,0.5194,0.1475,0.4141,98.8224,2,A
2067.4,0.3206,0.1894,0.3265,1695.5399,2,A
2067.6,0.3546,0.1796,0.2267,430.2303,2,A
2067.8,0.3429,0.1536,0.3132,69.1068,2,A
2068.0,0.6625,0.1584,0.7041,328.416,2,A
2068.2,0.7372,0.1416,0.4096,174.3076,2,A
2068.4,0.4672,0.1403,0.6384,111.9366,2,A
2068.6,0.4098,0.1904,0.6816,301.0186,2,A
2068.8,0.36,0.179,0.5451,213.3138,2,A
2069.0,0.4503,0.1574,0.5065,519.07,2,A
2069.2,0.3675,0.1787,0.5627,522.5475,2,A
2069.4,0.4354,0.162,0.4869,386.9568,2,A
2069.6,0.512,0.1633,0.7295,341.3991,2,A
2069.8,0.3892,0.1724,0.8268,464.2637,2,A
2070.0,0.4216,0.1576,0.7687,178.1334,2,A
2070.2,0.4222,0.1238,0.242,83.814,2,A
2070.4,0.4024,0.1774,0.4777,952.0295,2,A
2070.6,0.3838,0.1619,0.5501,735.8475,2,A
2070.8,0.5643,0.1611,0.6193,116.4613,2,A
2071.0,0.1844,0.2053,0.273,796.2533,2,A
2071.2,0.6861,0.1225,0.3037,166.5318,2,A
2071.4,0.4703,0.1784,0.7389,1603.7597,2,A
2071.6,0.5415,0.1526,0.4693,734.5303,2,A
2071.8,0.5588,0.1495,0.3313,113.6236,2,A
2072.0,0.3438,0.1719,0.38,880.6475,2,A
2072.2,0.3128,0.2124,0.5879,1164.383,2,A
2072.4,0.2952,0.1668,0.4241,652.5415,2,A
2072.6,0.4129,0.159,0.5869,441.5146,2,A
2072.8,0.5549,0.122,0.4186,38.452,2,A
2073.0,0.3624,0.1867,0.2779,804.099,2,A
2073.2,0.5412,0.1369,0.7731,278.4509,2,A
2073.4,0.0948,0.1981,0.5947,742.9558,2,A
2073.6,0.3922,0.1579,0.501,209.3394,2,A
2073.8,0.6251,0.1387,0.4805,49.3676,2,A
2074.0,0.4244,0.139,0.7784,235.8988,2,A
2074.2,0.3256,0.1322,0.6501,140.7506,2,A
